source_id,common_name
2075793088995608448,TIC 185290071
2075917299451046784,2MASS J20005984+4314505
2075978184908720896,KIC 7849191
2076001888817467136,HD 189453
2076023196162215680,KIC 7853234
2076187607512107008,G 208-36
2076288380320157952,KIC 4758595
2076308313259744384,KIC 4671547
2076379261824157312,Gaia DR2 2076379261824157312
2076388715062352768,KIC 4938090
2076462691564653952,Gaia DR3 2076462691564653952
2076462691574941440,Gaia DR3 2076462691574941440
2076480146322848640,KIC 4935950
2076487293141276672,Gaia DR3 2076487293141276672
2076724650224723200,LTT 15781
2076794228692728320,TIC 184428985
2076894348666098048,KIC 6225816
2076894387328378240,LTT 15789
2077071477420073984,HD 186788
2077160022464621440,PM J19469+4214
2077223244384910720,KIC 7049465
2077398234224960384,Ross 1064
2077475513581955072,Gaia DR3 2077475513581955072
2077632567645823616,KIC 6611875
2077739774327779200,Gaia DR3 2077739774327779200
2077780284452631808,HD 184678A
2077780284452632320,HD 184678B
2077952907787322368,Gaia DR3 2077952907787322368
2077988676275617408,KIC 7691437
2078025269394648576,KIC 7542911
2078067561928372608,KIC 7692454
2078105327586616704,HD 186306
2078105327586616832,Gaia DR2 2078105327586616832
2078276439080325888,Ross 1067
2078286437764379648,LTT 15742
2078361921807528192,Gaia DR3 2078361921807528192
2078379793174571648,Gaia DR3 2078379793174571648
2078403295235690112,HIP 96459
2078430778727685632,TIC 273506938
2078447035186691200,KIC 6804018
2078878456051348608,Gaia DR3 2078878456051348608
2078878456059034880,HD 188100
2078890000931247744,Gaia DR3 2078890000931247744
2078929961307827200,HIP 97321
2078987273351220480,KIC 8053936
2079015998092845312,KIC 8190958
2079042798689108864,TIC 268482534
2079062040143355776,KIC 8387281
2079073928612821760,GJ 1245 B
2079494801046060032,TIC 273586422
2079698141976113408,KIC 8507979
2079782151537655936,CNS5 4888
2079784488001577600,Delta Cygni
2079885024592509440,LTT 15744
2079973191680730880,KIC 9032578
2079990268472754048,HIP 96825
2080017172146316288,KIC 9289894
2080285727861817088,GJ 1243
2080526555267049984,** BVD 268B
2080526555267050496,** BVD 268A
2080579984660819328,KIC 10285569
2080682514120583680,Gaia DR3 2080682514120583680
2080722165259258624,TIC 416638025
2080826374043095552,GJ 9690
2080884927342950272,TIC 186229924
2080935882835546368,TIC 416933245
2080958903858489088,TIC 185879400
2081078269591424896,GJ 9688 A
2081112182650833152,G 209-21
2081164753051530752,PM J20120+4403
2081388160059813120,** A 725B
2081388160068434048,** A 725A
2081599300662568320,TIC 186130100
2081622012450375040,TIC 186236329
2081722205447961088,HIP 99889
2081875965277508736,KIC 8332355
2081981312234374656,TIC 185849702
2082008112830818432,Gaia DR3 2082008112830818432
2082071948917039232,Gaia DR3 2082071948917039232
2082248214375313792,TIC 185405328
2082297971583605120,TIC 185106131
2082477050232317056,Ross 171
2082488118377645312,UCAC4 683-079854
2082564706232497792,Ross 173
2082947851676313472,Gaia DR3 2082947851676313472
2083112464875401472,UCAC4 684-079319
2083112469183315968,Gaia DR3 2083112469183315968
2083133256825652224,TIC 193707245
2083175381865727616,TIC 193862378
2083215685835438336,Gaia DR3 2083215685835438336
2083239325336126208,Ross 175
2083391813854073856,Ross 176
2083448782297071488,TIC 193184906
2083465034454009088,Gaia DR3 2083465034454009088
2083467641494762368,TIC 275664367
2083493965358120576,TIC 187936728
2083703903362825984,UCAC4 691-078986
2083722556394812800,HD 195462
2083742351910855936,G 209-31
2083913978799399424,TIC 290195905
2084005719302831744,GD 390
2084006887533923200,TIC 277235711
2084032103278208640,43 Cygni B
2084032554258818944,43 Cygni
2084060419991427968,2MASS J20153015+4656143
2084350862869550336,Gaia DR3 2084350862869550336
2084394254919029376,2MASS J20103346+4752269
2084489744922868736,2MASS J20143156+4836091
2084689340654602368,TIC 256343188
2084842069691191168,Gaia DR3 2084842069691191168
2085008267746614912,LTT 15937
2085020053136859136,G 230-31
2085051835892040832,TIC 256187859
2085147390326396800,TIC 351922314
2085198345815890048,KIC 9178867
2085482947528338560,Gaia DR3 2085482947528338560
2085635436047486720,TIC 269357931
2085680241146909568,KOI-595
2085813591292614528,TIC 239314102
2085863069316612864,Gaia DR3 2085863069316612864
2085942027994517120,TIC 185068087
2085975288221579648,TIC 294080926
2085991364277341824,HIP 98978
2086063176129332224,HD 190042A
2086063180426093568,HD 190042B
2086063554086057856,TIC 311688334
2086325826269876608,KIC 10224595
2086325929349095808,KIC 10224611
2086512227851023872,HIP 97657
2086531812902590464,G 209-3
2086567237793064576,AG+48 1557
2086854175965609600,TIC 27913511
2086976908949413632,2MASS J19543501+4923203
2086977660562460928,TIC 264506118
2087270925231809024,TIC 28083625
2087321090449486208,TIC 267985795
2087332424861211136,TIC 28445939
2087829335401794176,TIC 351295703
2087924722336641920,TIC 364826365
2087981072303466112,Wolf 1129
2088093772250725248,TIC 295212963
2088154138005729920,Gaia DR3 2088154138005729920
2088264368349071232,HIP 99241
2088310204241048704,TIC 295017824
2088442248714858368,LSPM J2012+5150B
2088442248714858624,TIC 295409636
2088531687114912384,TIC 294675207
2088554257161398016,TIC 311682650
2088624217888017280,Gaia DR3 2088624217888017280
2088777153083624960,TIC 303179073
2088887447842531584,Wolf 1122
2088923143311921792,TIC 28367649
2089001552232702848,Wolf 1123 A
2089001556533092992,Wolf 1123 B
2089141263230027776,ASCC 272857
2089259495089118464,G 230-28
2089355702357960448,Wolf 1131
2089365632322676736,TIC 294277463
2089367350309518464,Lalande 38626
2089570519439964416,Wolf 1126
2089599450340243712,HIP 98692
2089641541019942912,Wolf 1125
2089712322081756032,AG+30 1752
2089770561838880256,TIC 68551115
2089788669419017728,2MASS J18460889+3106011
2089889682751105536,TIC 68840936
2089980534198798848,G 206-41
2090020902595370240,** A 253A
2090020906892114176,ADS 11623 B
2090051761936884864,LHS 3401
2090085056523454464,Ross 145
2090166351663597696,HIP 91883
2090229642302460928,PM J18447+3237
2090229814101162496,TIC 68667111
2090856943743691776,TIC 68195364
2090987652489407232,TIC 68628682
2090995658308703232,Gaia DR3 2090995658308703232
2091148937101936512,Gaia DR3 2091148937101936512
2091177593123254016,CNS5 4601
2091272352980851456,GJ 4067
2091285551421214976,HIP 91563
2091415877909179008,TIC 68766754
2091495764301335424,HIP 91940
2091495798661081344,AG+33 1672
2091616538779496320,LTT 15538
2091685395691358080,Gaia DR3 2091685395691358080
2091691511730243072,TIC 68626638
2091938695689189504,Gaia DR3 2091938695689189504
2092042496456759040,2MASS J18563261+3353204
2092134443120038528,LTT 15569
2092419079191143936,UCAC4 624-062167
2092474501450131968,Ross 147B
2092474501450132480,Ross 147
2092602594550437632,TIC 41874033
2092686501034917632,2MASS J19051045+3546461
2092686565454710784,Gaia DR3 2092686565454710784
2093075590711595648,TIC 28639499
2093093938811645440,Gaia DR3 2093093938811645440
2093335900088989184,LP 280-18
2093465058346414720,Gaia DR3 2093465058346414720
2093606100773115136,Gaia DR3 2093606100773115136
2093887648768454784,TIC 120357593
2093971520889175552,CNS5 4693
2093971520889176320,CNS5 4692
2094146721194990848,TIC 120101295
2094160155852722304,LTT 15565
2094249594249434752,TIC 27655220
2094376587844253824,CNS5 4610
2094417201055722624,LTT 15478
2094478464468478848,TIC 24258976
2094576561521228032,TIC 27571894
2094608997113808512,LP 280-3
2094811547771579392,Ross 143
2094819897188251264,TIC 68189623
2094939396059610752,LSPM J1843+3544
2094984239816827136,Gaia DR3 2094984239816827136
2095190943707137920,2MASS J18384757+3613031
2095322511440956160,Gaia DR3 2095322511440956160
2095356080905937280,Gaia DR3 2095356080905937280
2095552343728782720,2MASS J18303087+3554311
2095608796780285184,TIC 23987267
2095858866956425728,Gaia DR3 2095858866956425728
2095960262544285824,TIC 289321223
2096316298153207552,TIC 289379068
2096380069827674112,TIC 289318119
2096422985140822272,PM J18334+3831
2096535783864546944,TOI-2136
2096825818714273280,TIC 157948509
2096869455581362560,7 Lyrae
2096875399817444736,6 Lyrae
2096908660043378176,TIC 336210566
2096927454820103808,TIC 336125715
2097088567634215424,BPM 99566
2097109389635827456,AG+38 1746
2097128631089272832,LP 280-19
2097129868038731520,HIP 92720
2097130039837455488,BD+37 3274
2097219065920129152,LTT 15548
2097408727376040960,Gaia DR3 2097408727376040960
2097530227710526848,G 205-39
2097610831356480256,HIP 91507
2097987143510024832,AG+38 1717
2098002948989878144,AG+39 1822
2098025214097307904,Gaia DR3 2098025214097307904
2098118397710725248,LP 280-16
2098202128093842432,5 Lyrae A
2098202128100428288,5 Lyrae B
2098237656065233792,4 Lyrae B
2098237660364079232,4 Lyrae A
2098318989863210752,Gaia DR2 2098318989863210752
2098318989863211648,GD 384
2098327339279291008,TIC 336271085
2098327339279292544,Gaia DR3 2098327339279292544
2098337544122085248,2MASS J18473788+4015034
2098413719661573248,GJ 4069
2098459830430650112,Gaia DR3 2098459830430650112
2098514324976071424,GJ 4073
2098551811449929600,Gaia DR3 2098551811449929600
2098635958449420416,TIC 336078037
2099262576999634944,Gaia DR3 2099262576999634944
2099371978408013440,KOI-4533
2099582088206831488,LTT 15617
2099652937987822720,KIC 4043389
2099774674541183488,TIC 121597342
2099780545756559744,HIP 94497
2099953345179354240,KIC 2971472
2100004536891878272,CNS5 4736
2100079479779791744,KIC 4140231
2100304020669107328,EGGR 580
2100403801349406336,GJ 4099
2100407787079012352,KIC 4142439
2100408061956953472,KIC 4142689
2100412013326999296,KIC 4248433
2100693797539808896,CNS5 4743
2101253861280035200,LP 230-38
2101326630903520384,KIC 5353762
2101386730386703104,KIC 5442725
2101469984033864320,LP 230-40
2101486923382009472,BD+41 3306B
2101486923385239808,LHS 3450
2101790800909977856,KIC 6201164
2101964248869296384,CNS5 4816
2101992694430576256,TIC 159310629
2102081553015304576,Gaia DR3 2102081553015304576
2102125567840034304,StKM 1-1682
2102273933190748672,Gaia DR3 2102273933190748672
2102539082990131072,G 208-13
2102751224317824896,KIC 7435842
2102806161237723264,KIC 7677767
2102939309523257600,LP 230-35
2103221849650791168,TIC 120183412
2103270709198896768,StKM 1-1657
2103270709198898176,TIC 237187306
2103600867625141120,KIC 5597604
2103645230346699776,LSPM J1857+4052
2103791392376229248,HIP 93657
2103853312923541760,KIC 5943385
2103877089862772352,Perky
2104192684058976896,HIP 93350
2104225360170572160,TIC 164828695
2104275456669465600,Gaia DR3 2104275456669465600
2104281362244021248,Gaia DR3 2104281362244021248
2104602561377028608,LP 229-35
2104637264712943744,BD+41 3156
2104637264712944000,BD+41 3156B
2104821604709229312,LP 229-31
2104920835634141696,LP 230-9
2104992681847323264,KIC 7505473
2105033123258653056,CNS5 4703
2105282811180589824,GALEX J184710.4+435520
2105363973179803776,LP 230-3
2105662353148503808,KIC 7592741
2105736948138593280,LP 230-20
2105737051219960960,LP 230-21
2105779760374587392,TIC 352011355
2105798761309653120,CNS5 4726
2106025432503198720,KIC 8154114
2106082126071775488,LP 230-29
2106184273275908608,TIC 158627666
2106422459279293568,LHS 3429
2106445823901496448,KIC 9076686
2106692286305870848,KIC 8607535
2106693763774672128,LP 230-6
2106808834537729664,KIC 8935655
2106809143776335872,2MASS J18563866+4514190
2106944692943062400,HIP 92291
2107056533891098240,LP 182-25
2107068353641402368,NLTT 47110
2107123913338324480,KIC 8869922
2107154218627836032,KIC 9203794
2107257297843283584,GJ 4089
2107380438847416064,G 205-51
2107609725678503168,G 205-43
2107651747638443136,KIC 10322366
2107870928408481536,Gaia DR3 2107870928408481536
2107870928409841664,Gaia DR3 2107870928409841664
2108018812721991936,Gaia DR3 2108018812721991936
2108066194803271552,Gaia DR3 2108066194803271552
2108166009842570496,HIP 90061
2108196693088809472,G 205-15
2108254520528405376,LP 279-37
2108280908807682688,LP 279-38
2108458509996656256,StKM 1-1625
2108524519353741312,LHS 6335
2108544241842459648,GJ 4058
2109000401728922368,LHS 5336
2109000401728922496,LHS 5335
2109049433075667584,GJ 4049
2109049433075668480,GJ 4048
2109069121205948288,LP 279-25
2109147461409477760,G 204-52B
2109147461409478016,G 204-52A
2109204154977821568,TIC 76193814
2109204154977821696,TIC 76193813
2109407255391343488,TIC 288640931
2109613138943573632,TIC 288753358
2109635507133540352,G 205-21
2109641760605995520,LP 229-6
2109722987027458688,Gaia DR3 2109722987027458688
2109805965791669760,TIC 288644046
2109852523240471936,GD 378
2109889524381399040,TIC 321846126
2109903547451931392,LP 229-5
2109952338280757632,Gaia DR3 2109952338280757632
2109952338280757760,TIC 289526726
2110165780975185792,GJ 4063
2110262881596160896,HIP 90954
2110294694415816448,TIC 289082521
2110336583235233536,GJ 4062
2110345512468201344,TOI-2274
2110797759642813824,TIC 157584606
2110805799821547008,** RAO 83
2110851841872084096,GJ 4064
2110853113181717632,HIP 91120
2110875133476171392,TIC 289457956
2110948908132029056,LP 229-22
2110978521928761728,GJ 9632
2111133454286474624,LTT 15458
2111417055270473856,2MASS J18243307+4136047
2111429463432316544,TIC 230281249
2111646543961513728,TIC 122837672
2111712244079443584,AG+42 1598
2111818759265059328,Gaia DR3 2111818759265059328
2112083741570227072,Gaia DR3 2112083741570227072
2112083741571086592,HIP 90586
2112289796921761920,TIC 75945255
2112738122787629056,TIC 75966661
2112738981781145472,Gaia DR3 2112738981781145472
2112787051054694144,LP 228-37
2112829347892877952,TIC 76254110
2112829549755033472,LSPM J1815+4054W
2112915384677092224,TIC 76425072
2112915384677922560,Gaia DR3 2112915384677922560
2113000665548076288,TIC 7802067
2113056534482408448,HIP 89282
2113056809360314240,TIC 76136624
2113326327148358784,TIC 75833789
2113737956814047232,HIP 88565
2114136972159561344,LSPM J1807+4346
2114158485651595136,G 205-1
2114208685229321728,TIC 198593437
2114395494829544448,TIC 193876487
2114554378557483520,Gaia DR3 2114554378557483520
2114575337997991552,HIP 89693
2114610384930812288,TIC 7850590
2114808846779666816,TIC 7685737
2114811453822316160,TIC 7675859
2114837983837873024,TIC 313740600
2115336818519285504,TIC 7773681
2115351387048328832,GJ 9622
2115353379913176960,2MASS J18154094+4517513
2115454019586473600,GJ 709
2115505142580167424,StKM 1-1593
2115642448391746432,ASCC 419289
2116023669688462720,Gaia DR3 2116023669688462720
2116305144665376896,TIC 7679229
2116551740212362624,LP 181-22
2116656644788908928,TIC 193947401
2116845073596462336,KIC 7417813
2117001513484947584,LP 229-24
2117001513484947712,LP 229-24 B
2117172826842743552,2MASS J18382632+4414255
2117179153330391040,** KPP 3332B
2117179153332367232,** KPP 3332A
2117267079903573504,AG+43 1566
2117279002732678656,GJ 9634
2117364283603705984,KIC 8408875
2117519280382427904,TIC 123203822
2117695889436688000,KIC 8928143
2117816217240921088,TIC 123092367
2117823501505235968,TIC 122949861
2117835351317370880,2MASS J18332928+4338114
2117911114541499520,2MASS J18295465+4413481
2118161223373978624,UCAC4 676-064034
2118276156697843456,TIC 357850509
2118424350249708800,GJ 720 A
2118429538570209920,GJ 720 B
2118571375570285696,TIC 123014270
2118615768352305280,TIC 122833628
2118649750133781376,CNS5 4582
2118776812445695488,Gaia DR3 2118776812445695488
2118829756505654144,AG+47 1334
2118914491917183488,TIC 336077042
2118942735622360192,TIC 21186758
2118986647369276544,ASCC 341140
2119068560985383680,LTT 15526
2119078662748614656,AG+46 1379
2119078697108353920,Gaia DR3 2119078697108353920
2119102989442408320,Gaia DR3 2119102989442408320
2119119653915487616,KIC 9569972
2119382059234679808,KIC 10053146
2119394291303927168,TIC 351770534
2119686379142441472,GJ 4083
2119742591679489536,G 205-37
2119779429612036096,TIC 48029515
2119812518039212672,KIC 10513339
2119839387352940288,TIC 47937289
2120127562480631680,LP 182-9
2120240533002950400,Gaia DR3 2120240533002950400
2120321347107272704,TIC 47581598
2120345334502264320,TIC 47581317
2120357772727063680,LP 182-4
2120407078951774464,G 205-25
2120804621124748032,LP 182-12
2120892337240456704,2MASS J18354747+5003156
2121050911729587968,TIC 21226261
2121050911729588352,StKM 1-1618
2121082179091244160,TIC 237155490
2121086061741691904,TIC 237131816
2121088398203927424,Gaia DR3 2121088398203927424
2121348123466471936,LP 181-45
2121622726494903808,Gaia DR3 2121622726494903808
2122076790437533952,Gaia DR3 2122076790437533952
2122104690545294208,CNS5 4526
2122137607174672256,TIC 420947477
2122141524184840576,TIC 21029668
2122581088317607808,Gaia DR3 2122581088317607808
2122719661142444928,Wolf 1405
2122746255579461248,G 205-2
2122847273210464896,TIC 329442309
2123063911361032704,TIC 21028557
2123090918115438592,Wolf 1414
2123090918115439360,G 228-20B
2123109742956383616,2MASS J18083778+4940041
2123161836616023296,CNS5 4484
2123431487545874304,Wolf 1403
2123432247756223488,LP 139-38
2123432247756725248,TIC 233506491
2123481382182881920,TIC 284269936
2124002172736996352,HIP 89452
2124052372314582400,HD 234648
2124451181501826176,TIC 21122963
2124772479414763904,Wolf 1412
2124929228540519552,Wolf 1406
2125122678164429440,LP 139-37
2125216445890665344,TIC 298649058
2125313271632961280,LP 140-11
2125370033920918784,Wolf 1409
2125408894783944320,HD 234571B
2125408894785068032,HD 234571A
2125500841444636672,TIC 233513006
2125511797904547840,HD 164874A
2125511797906234752,HD 164874B
2125587393625728640,HIP 88572
2125637554547780352,LP 139-42
2125647660606890752,Wolf 1404
2125647660606891392,Gaia DR3 2125647660606891392
2125777643503392640,G 208-25
2125951155879396352,TIC 63125171
2126041766808186752,G 208-21B
2126041766812007424,LHS 6349
2126246997528891776,KIC 8493421
2126261703496964096,HIP 95362
2126556132093765888,KOI-961
2126677353251498624,KIC 9153754
2126740472090397312,KIC 9282187
2127093140445053696,TIC 159176715
2127255799445844480,TIC 159048793
2127463297905480832,KIC 9150760
2127566548919332608,TIC 62918265
2127789646700855040,LTT 15649
2127790093377453696,HD 181096B
2127802875200104320,HIP 94701
2127805864497347968,Gaia DR3 2127805864497347968
2128484916003539328,Gaia DR3 2128484916003539328
2128674371304219392,KIC 10478680
2128676402829425024,TIC 271357107
2128793466458789760,TIC 27236187
2128853114964897152,TIC 26960898
2128876062969201920,TIC 26816236
2129008043024253312,TIC 26960092
2129026318106497024,Gaia DR3 2129026318106497024
2129138610028908416,TIC 62916827
2129181967718126208,HIP 95274
2129247977076881920,TIC 26539203
2129260621458319744,UPM J1928+4801A
2129260621461390336,UPM J1928+4801B
2129324530573463552,TIC 26417386
2129380090269848192,Gaia DR3 2129380090269848192
2129586592297399680,KIC 11293949
2129771310248902016,GJ 1237
2129786325456402432,TIC 26597981
2129944242813524864,KIC 11400756
2130017669575110144,KIC 11709752
2130043576817964288,Gaia DR3 2130043576817964288
2130043576817964672,KIC 11861997
2130469362695417856,LHS 6343 A
2130896518664155648,TIC 158489423
2131039523894199552,2MASS J19123821+4838003
2131115566294715648,KIC 10911018
2131296161079109248,KIC 11288756
2131342100048643584,16 Lyrae
2131364330800527872,TIC 352015093
2131372096100343808,TIC 351908558
2131409960529658368,Gaia DR3 2131409960529658368
2131409960532242560,KIC 10193199
2131416557598645632,HD 176465A
2131416557601850112,HD 176465B
2131421638544483584,KIC 10258402
2131422261318410368,G 205-48
2131445213623995136,TIC 164834669
2131461843737450752,HIP 93137
2131831520161558272,HIP 92822
2131906012074477824,KIC 11018954
2131924905633445504,G 208-8
2132082999087248384,SPOCS 2199
2132250979549283584,TIC 48418745
2132339902553150976,TIC 267571325
2132703192365861376,G 229-28
2132774072206249344,RX J1912.9+4930A
2132788541955849216,GJ 9648 B
2132788541955849984,GJ 9648 A
2132804381795200000,LTT 15620
2133114959469923072,Gaia DR3 2133114959469923072
2133129184401966336,TIC 299160382
2133267993445054976,KIC 12555642
2133341596304467072,Gaia DR3 2133341596304467072
2133467937061381888,KIC 12644136
2133534766752863744,G 229-25
2133545109034156416,LHS 6345
2133545109034157312,LHS 6344
2133702339196856064,2MASS J19040488+5100371
2133707660658927744,HD 234782
2133707664956205056,Gaia DR3 2133707664956205056
2134231062552666368,TIC 243260396
2135108477132084608,TIC 27014070
2135110259540829824,Theta Cygni B
2135110401277424384,Theta Cygni
2135384798148696576,Wolf 1112
2135550755683405952,16 Cygni A
2135550755683407232,16 Cygni B
2135550755684554112,16 Cygni C
2135606109222419072,HD 234971
2135672870194544256,TIC 27316805
2135859890249078656,LTT 15705
2135859924610109056,HD 184448B
2136027771930903808,GJ 4116
2136250831052210944,TIC 350737324
2136270970154631168,Iota Cygni
2136531932372428416,TIC 26879824
2136665454312416128,Wolf 1108
2136682084427500928,Gaia DR3 2136682084427500928
2136741591197747712,HD 184424
2136746508938144768,TIC 26662516
2136791176597912576,Gaia DR3 2136791176597912576
2136990806678269312,TIC 28162661
2137294546765130752,TIC 27841510
2137296711428574848,TIC 27837873
2137298704293404288,Wolf 1110
2137362166730741888,TIC 27692022
2137381339463429376,TIC 27997243
2137381339463430784,2MASS J19474180+5251373
2137411541673804672,Wolf 1113
2137521355398050176,Wolf 1121
2137629515554250752,Wolf 1120
2137746136806515840,Gaia DR3 2137746136806515840
2137746136806515968,Gaia DR3 2137746136806515968
2137853029952215936,Wolf 1116
2137903951084527488,TIC 266487220
2137986929852261376,ASCC 206250
2137996035182859648,TIC 364970325
2138141583034733312,TIC 27313357
2138259844954847360,TIC 27691167
2138263761965008384,TIC 293803474
2138287337044894720,TIC 400470489
2138289432988998912,TIC 293803955
2138289463050560256,TIC 293803961
2138434053127961472,ZTF J193457.42+543643.8
2138551219835016320,HIP 96620
2138758958813861248,TIC 400471783
2139104377262522880,TIC 400472941
2139525215338375680,Gaia DR3 2139525215338375680
2139664063041544576,Kappa Cygni
2139666708740570624,G 229-29
2139949828686236672,TIC 352234775
2140148500991954048,TIC 421331057
2140149978460704128,ASCC 269359
2140176156284365312,TIC 243320276
2140176160580016512,PM J19185+5449B
2140306521428549376,StKM 1-1695
2140307101245922816,TIC 243332185
2140373832155846784,TIC 298901044
2140439592398943616,HD 234803
2140467286348416512,TIC 377303017
2140481412496465152,LP 141-26
2140806077664453632,TIC 377304296
2141114731194299264,Gaia DR3 2141114731194299264
2141202550387897216,TIC 377289837
2141265600507325824,TIC 377197107
2141267082272254976,Gaia DR3 2141267082272254976
2141364423410899968,CNS5 4761
2141459531169260416,TIC 377291269
2141570994160756608,Gaia DR3 2141570994160756608
2141792919413031552,TIC 284476342
2141888409422918400,TIC 284557857
2142171842904918016,TIC 275626821
2142179058447029760,HD 185414B
2142179058450057856,LTT 15726
2142227879342140160,TIC 275633531
2142307563871222912,TIC 352231834
2142313851703490048,TIC 467183059
2142368105730665600,TIC 352231179
2142538358231933184,Gaia DR3 2142538358231933184
2142601408353793408,TOI-2278
2142743692027741952,Gaia DR3 2142743692027741952
2142773550642988416,TIC 243353202
2142798736331031552,TIC 243299453
2142959363811912064,2MASS J19071229+5720500
2143016302194287488,GJ 1233
2143019566369485440,54 Draconis
2143019733871490304,TIC 243279554
2143182568968417792,LP 104-468
2143230844400445696,LSPM J1918+5803B
2143230844400805632,TIC 243317456
2143386180480200064,G 229-30
2143399963033430272,TIC 243354593
2143425732837222784,TIC 243336237
2143486034175231872,2MASS J19140335+5849251
2143652300951686656,HIP 94501
2143787918839367808,HIP 92269
2143897251526841472,StKM 1-1652
2143982257519709312,TIC 48084906
2144248167532829824,2MASS J18431354+5043359
2144437902009758080,G 229-17
2144475525923457920,StKM 1-1656
2144576509194021120,TIC 47974844
2144816958643384064,GJ 4076
2144904537319174528,TIC 47729555
2144953298085171200,TIC 47630547
2144998756018593152,Gaia DR3 2144998756018593152
2145011194244051968,Gaia DR3 2145011194244051968
2145277550935525760,GJ 719
2145277550935526784,CNS5 4592
2145690073954188032,TIC 47579001
2145788475947885824,G 227-33
2145839882413458176,TIC 47625274
2145843318387256064,TIC 47578538
2146162206822830208,TIC 48357756
2146204847257954944,GJ 732.1
2146205160793278976,TIC 48221199
2146209387041088512,LP 141-7
2146576589564898688,LP 141-14
2146576757065535360,CNS5 4718
2146576761360909056,LP 141-13
2146589337027678208,TIC 48415693
2146645790077864704,TIC 376930392
2146753954534431232,TIC 236818973
2146776906839732224,GJ 4091 B
2146781545404402944,Gaia DR3 2146781545404402944
2146890328333370240,2MASS J18475157+5415573
2146934514959235072,TIC 232643687
2146945029039227136,** TOI 1746B
2146993510629733248,TIC 236780858
2147054361727105920,2MUCD 11803
2147090198933786112,TIC 232649744
2147099162527932544,TIC 47875078
2147565737712329216,LP 140-34
2147688500760301184,TIC 392569404
2147688505057598976,TIC 392569402
2147954002755393024,LP 140-30
2147999151451813504,G 227-40
2148137135864023808,G 227-39
2148295813432939392,TIC 284192530
2148308217298483456,TIC 284190375
2148434180099403520,TIC 21162620
2148541073245294464,TIC 21150750
2148775063063610496,V* EY Dra
2149024342965603840,TIC 389913701
2149079627784046592,LP 140-17
2149253075743572224,Gaia DR3 2149253075743572224
2149331587745863680,PSO J273.9545+55.5419
2149425080593754624,TIC 21002564
2149564787289902848,Wolf 1415
2149945218313267456,TIC 356975864
2150221608048964864,HD 238806
2150363719926715520,TIC 353898013
2150504594853811456,GJ 1228
2150591795574568192,LP 140-23
2150591799870095872,LP 140-22
2150850112086386816,TIC 357045197
2150850185102402688,TIC 357045189
2150850185102402816,TIC 357045188
2150893340933771520,LP 140-20
2151161617475079168,TIC 353736241
2151176602616711552,TIC 298663983
2151270061105311872,TIC 389962392
2151379836172714240,G 227-26
2151875582775154048,TIC 353936253
2151895305264150400,LP 103-628
2152143348215379968,TIC 353819662
2152373970779309440,TIC 356893337
2152426197581758080,TIC 353938213
2152446641625695616,LP 103-52
2152482856789980672,TIC 353896004
2152579304575824256,2MASS J18000538+5937185
2152884762650920704,TIC 376992325
2152924448148970880,Gaia DR3 2152924448148970880
2152956093468080128,TIC 376928980
2153089026998231168,TIC 232677093
2153224992780813952,LP 141-9
2153268423490051072,TIC 236775812
2154194280999227392,TIC 359552479
2154336770834220416,LTT 15500
2154403664949348992,TIC 1551425931
2154403669244875648,TIC 359482728
2154745651720662656,TIC 359629597
2154809011078405248,Gaia DR3 2154809011078405248
2154811686843945088,LP 103-543
2154818734884313728,TIC 359482441
2154833750090184576,TIC 392571933
2154861821996560000,G 227-43
2154880616774131712,GJ 725 B
2154880616774131840,GJ 725 A
2154985757572720768,TIC 377252256
2154997165006269184,Gaia DR3 2154997165006269184
2155450369954819456,LP 104-141
2155540255030594560,TOI-1450
2155540255030594688,CNS5 4750
2155569151571435520,TIC 377292963
2155617182187265152,LP 104-205
2155629452911849728,LP 104-164
2155654874821271680,TIC 230390765
2155723461155151232,TIC 229935880
2155794070417681664,TIC 275690748
2155821145889284352,Gaia DR3 2155821145889284352
2155960371551164416,GD 532
2155987378305648000,2MASS J19010856+6059257
2156140966334260096,CNS5 4684
2156469995191226112,Gaia DR3 2156469995191226112
2156637086599151744,TIC 233533233
2156777579272638464,TIC 233580483
2156787612316358144,CNS5 4673
2156905882832596480,UCAC4 762-049472
2157065273362367488,TIC 233529295
2157141315758946944,TOI-1486
2157218419012162048,G 227-45
2157225359678799232,TIC 399788486
2157301260340956928,LP 103-643
2157548616097840000,b Draconis A
2157548616097840128,b Draconis B
2157548753536798208,b Draconis C
2157571087366902272,TIC 353732913
2157684440143134592,LHS 3386
2158035390511375744,LP 103-461
2158285185808357504,GJ 4054
2158382458227546752,TIC 356918522
2158436334297786112,LHS 6329
2158450554932751104,TIC 353991354
2158590265925345536,TIC 233093251
2158781336134901760,TOI-1184
2158869644958414592,TIC 233067489
2159002342267455488,TIC 233093016
2159038656214469376,TIC 233092812
2159044295508130944,LP 103-68
2159502139022373248,TIC 233741197
2159509526366158848,Gaia DR3 2159509526366158848
2159569381030494976,TIC 233729302
2159653734187847168,LTT 15493
2159690911424892672,HIP 90833
2159697508494676480,TIC 233740704
2159835252389580160,TIC 233691810
2159844052779000064,GJ 1227
2160042274108965248,TIC 383676140
2160233829650408192,HIP 91229
2160283032795828096,Gaia DR3 2160283032795828096
2160294302790075264,LTT 15484
2160294612027721600,G 227-38
2160364323641175936,TIC 233726162
